Year,total_precip,avg_precip,min_precip,max_precip,std_precip,avg_month_precip,Annual_Variation
2026,3154.0,16.85440999258435,0,667,222.74642465586223,16.85440999258435,37.729257641921386
2027,4540.0,24.314921672228405,11,970,359.569776597567,24.314921672228405,43.944197844007604
2028,2048.0,10.843680478309233,7,433,119.62542549241957,10.843680478309233,-54.88986784140969
2029,2423.0,12.797645532072673,0,662,216.84785547531345,12.797645532072673,18.310546875
2030,3864.0,20.65011471078977,0,859,287.87402547894897,20.65011471078977,59.471729261246395
2031,3280.0,17.345459074898034,15,642,204.33320974834368,17.345459074898034,-15.113871635610765
2032,3669.0,19.465424545791624,0,946,318.3489009361784,19.465424545791624,11.85975609756098
2033,3795.0,20.545548294401186,29,1030,337.88355309861623,20.545548294401186,3.4341782502044227
2034,2315.0,12.382293984056359,3,516,160.1791374074853,12.382293984056359,-38.998682476943344
2035,2427.0,12.852938450129772,23,530,141.2542034772771,12.852938450129772,4.838012958963289
2036,3275.0,17.26504565257694,9,737,231.40144508597777,17.26504565257694,34.94025545941493
2037,3234.0,17.091872914349278,13,808,285.562125066906,17.091872914349278,-1.251908396946566
2038,2560.0,13.56332267334075,30,650,198.89162573592378,13.56332267334075,-20.841063698206554
2039,3755.0,19.784181497960695,6,1439,391.2177859717092,19.784181497960695,46.6796875
2040,2815.0,15.329799314052652,0,952,265.3202039160618,15.329799314052652,-25.03328894806924
2041,2239.0,11.909534899888767,33,514,165.73388216345413,11.909534899888767,-20.46181172291297
2042,2609.0,13.725354560622913,12,538,190.4862000887267,13.725354560622913,16.525234479678417
2043,3419.0,18.159726084538374,15,902,282.4292214901198,18.159726084538374,31.046377922575697
2044,2691.0,14.21273637374861,0,507,164.22552398233572,14.21273637374861,-21.292775665399244
2045,2957.0,15.930999721913237,0,799,241.9092460683,15.930999721913237,9.884801189149005
2046,3047.0,16.30721055802744,11,764,254.49824372794018,16.30721055802744,3.0436252959080257
2047,2882.0,15.22179736744531,0,1089,292.6300280786873,15.22179736744531,-5.415162454873645
2048,2792.0,14.839764089729329,25,722,221.31932230205845,14.839764089729329,-3.1228313671061714
2049,3300.0,18.03492885613645,14,1435,401.8706259482024,18.03492885613645,18.194842406876788
2050,2576.0,13.5797703466815,4,779,215.87594641929016,13.5797703466815,-21.939393939393938
2051,2691.0,14.398596820541343,11,500,174.4540184273625,14.398596820541343,4.464285714285721
2052,2099.0,11.118227428624396,0,674,199.31129527511084,11.118227428624396,-21.999256781865473
2053,2970.0,15.88888695773081,10,596,224.05052189994194,15.88888695773081,41.49595045259646
2054,4153.0,21.99775213199852,17,1115,324.21218033687114,21.99775213199852,39.83164983164984
2055,2439.0,12.893011911383018,0,525,182.43660169046024,12.893011911383018,-41.27137009390802
2056,4082.0,21.96171672228402,15,1064,351.4116553490387,21.96171672228402,67.36367363673637
2057,3701.0,19.533619530960326,16,921,274.6764901523686,19.533619530960326,-9.333659970602648
2058,2435.0,12.961780450500557,0,982,265.31814807315703,12.961780450500557,-34.20697108889489
2059,2101.0,11.159453791249538,24,421,127.5684902198411,11.159453791249538,-13.716632443531829
2060,2366.0,12.554881581386725,0,591,189.54243148523057,12.554881581386725,12.613041408852933
2061,2230.0,11.808664720059326,5,504,178.12040531022487,11.808664720059326,-5.748098055790363
2062,2106.0,11.14535247497219,14,662,181.0010045175541,11.14535247497219,-5.560538116591928
2063,3344.0,17.818281887282165,13,1346,397.2911305632715,17.818281887282165,58.784425451092126
2064,1985.0,10.482868696700036,0,492,157.31292401009546,10.482868696700036,-40.639952153110045
2065,2722.0,14.499884130515388,0,1110,323.83605092513693,14.499884130515388,37.12846347607053
2066,2662.0,14.128197997775304,0,962,278.1692857149249,14.128197997775304,-2.204261572373256
2067,3456.0,18.615724647756767,24,1337,428.3694242547706,18.615724647756767,29.827197595792644
2068,2364.0,12.47763718946978,2,688,213.61477647221116,12.47763718946978,-31.59722222222222
2069,1934.0,10.334584723767149,0,401,132.97425132389924,10.334584723767149,-18.189509306260575
2070,2832.0,15.02764066555432,0,525,195.35422372519292,15.02764066555432,46.432264736297824
2071,3739.0,19.835384223210976,5,1144,303.4320227402547,19.835384223210976,32.02683615819208
2072,1797.0,9.525902623285132,17,418,119.53023580972001,9.525902623285132,-51.93902112864402
2073,3217.0,17.115794169447536,4,722,259.47340320290436,17.115794169447536,79.02058987200891
2074,2881.0,15.400867862439751,0,820,248.0214280820889,15.400867862439751,-10.444513521914821
2075,3069.0,16.61160548757879,0,823,255.5016900851414,16.61160548757879,6.52551197500868
2076,1336.0,7.106177002224695,0,269,111.41187576109677,7.106177002224695,-56.46790485500163
2077,2366.0,12.703159760845386,11,552,199.83303636847043,12.703159760845386,77.09580838323353
2078,3544.0,18.654477196885427,5,980,337.9199295511864,18.654477196885427,49.78867286559594
2079,1267.0,6.766604097144975,7,476,128.6068415636186,6.766604097144975,-64.24943566591422
2080,2862.0,15.353019558769,9,721,270.35784367457074,15.353019558769,125.88792423046567
2081,3717.0,19.644651464590286,18,887,294.27541984894475,19.644651464590286,29.874213836477992
2082,2155.0,11.41039812754913,3,636,198.93784243203993,11.41039812754913,-42.02313693839117
2083,3759.0,20.31654963848721,26,1175,330.1674850463295,20.31654963848721,74.43155452436194
2084,2329.0,12.375469271412681,0,620,191.33856634169956,12.375469271412681,-38.04203245544028
2085,2622.0,13.944376853911754,8,461,160.39298329699182,13.944376853911754,12.580506655216839
2086,1836.0,9.81580807378569,0,377,144.9206679531943,9.81580807378569,-29.977116704805496
2087,1826.0,9.67495133481646,0,495,162.54053107586503,9.67495133481646,-0.5446623093681935
2088,2158.0,11.621373285131627,7,524,166.81826438772623,11.621373285131627,18.181818181818187
2089,3796.0,20.340019002595472,0,811,331.6828532672667,20.340019002595472,75.90361445783131
2090,2847.0,15.23381882647386,0,586,209.59273278518899,15.23381882647386,-25.0
2091,2225.0,12.058183861698183,6,654,181.24742422412186,12.058183861698183,-21.847558833860205
2092,4246.0,22.64311619391917,0,1013,368.3730405033693,22.64311619391917,90.8314606741573
2093,2063.0,10.964370133481646,7,690,198.2071727595481,10.964370133481646,-51.41309467734339
2094,2513.0,13.278793566926213,0,1080,303.70872958188477,13.278793566926213,21.812893843916626
2095,2597.0,13.772890016685205,0,635,225.37381405257813,13.772890016685205,3.342618384401108
2096,1676.0,8.869397710418983,0,438,139.82348179260185,8.869397710418983,-35.46399691952252
2097,1471.0,7.831328791249536,0,305,110.66695189813554,7.831328791249536,-12.231503579952264
2098,1654.0,8.749287402669632,13,383,131.9344419387787,8.749287402669632,12.440516655336499
2099,2943.0,15.586282211716723,0,765,257.33074755334553,15.586282211716723,77.9322853688029
2100,3482.0,18.466160317018907,0,944,310.14800963215595,18.466160317018907,18.314644920149515
2006,5367.0,28.193096496106786,16,1871,641.4255607628994,28.193096496106786,
2007,3016.0,16.287651789024846,27,914,258.567498953661,16.287651789024846,-43.804732625302776
2008,3234.0,17.53662055061179,0,1155,406.4461274824187,17.53662055061179,7.228116710875332
2009,2332.0,12.246715100111237,25,714,243.56755020969337,12.246715100111237,-27.89115646258503
2010,1710.0,8.969433629959214,0,513,154.20440979427275,8.969433629959214,-26.672384219554036
2011,2566.0,13.57533833889507,0,857,241.1004443015903,13.57533833889507,50.05847953216374
2012,2784.0,14.763805849091584,14,701,212.24899614282364,14.763805849091584,8.495713172252529
2013,3735.0,19.954851455320725,0,1279,395.30405443727165,19.954851455320725,34.15948275862068
2014,3430.0,18.28005075083426,0,714,233.45345392929002,18.28005075083426,-8.16599732262383
2015,2357.0,12.510781655543196,5,649,170.63701950116928,12.510781655543196,-31.282798833819246
2016,5037.0,26.534349508713387,0,1417,434.02118192968,26.534349508713387,113.70386084005091
2017,3428.0,17.99594456803856,9,916,313.01360218290057,17.99594456803856,-31.94361723247965
2018,2585.0,13.617688635520949,0,880,245.9783650254755,13.617688635520949,-24.591598599766627
2019,5443.0,29.21673387096774,6,1680,535.0990491714991,29.21673387096774,110.56092843326888
2020,3776.0,20.067337550982575,0,1015,344.41606269514233,20.067337550982575,-30.626492742972623
2021,3267.0,17.285120040786058,0,664,204.81127676695218,17.285120040786058,-13.479872881355936
2022,5652.0,30.421527391546164,26,1730,552.5186956935567,30.421527391546164,73.00275482093663
2023,1916.0,10.253673062662218,0,661,189.2940633623845,10.253673062662218,-66.10049539985845
2024,3106.0,16.724757832777158,0,893,315.01596881120264,16.724757832777158,62.108559498956154
2025,3307.0,17.543010752688172,0,979,299.6575191579193,17.543010752688172,6.47134578235673
2026,3404.0,18.063525444938822,8,731,267.98756190042354,18.063525444938822,2.9331720592682187
2027,4312.0,23.072140341119763,15,773,327.2983996664854,23.072140341119763,26.67450058754406
2028,2203.0,11.705117955135336,23,620,168.86813485586015,11.705117955135336,-48.9100185528757
2029,2473.0,13.110551075268818,0,630,189.3075700034366,13.110551075268818,12.25601452564684
2030,4390.0,23.647061549870227,0,973,307.4244425526179,23.647061549870227,77.51718560452892
2031,3882.0,20.539830135335556,32,1089,307.99955726060267,20.539830135335556,-11.571753986332578
2032,3865.0,20.474781006674082,14,955,303.4428082502333,20.474781006674082,-0.43791859866048055
2033,3621.0,19.639669076751947,16,1118,331.33452609382283,19.639669076751947,-6.313065976714105
2034,2833.0,15.286087550982572,13,695,260.896516696261,15.286087550982572,-21.76194421430544
2035,3005.0,15.937581108639229,10,635,222.30014858430945,15.937581108639229,6.071302506177201
2036,3512.0,18.527576937337784,0,633,238.11010949227722,18.527576937337784,16.87188019966721
2037,3323.0,17.61983222098628,0,848,287.59771725397434,17.61983222098628,-5.381548974943051
2038,2647.0,14.048439238042269,6,629,198.63509638317072,14.048439238042269,-20.34306349684021
2039,3362.0,17.767339868372265,0,1256,338.31771870222644,17.767339868372265,27.011711371363802
2040,3036.0,16.58923109010011,0,1204,329.7095140216061,16.58923109010011,-9.696609161213566
2041,2345.0,12.41290090841676,0,930,273.3121619664735,12.41290090841676,-22.760210803689063
2042,3614.0,18.984722608453836,4,1024,342.2736367648587,18.984722608453836,54.115138592750526
2043,3502.0,18.57406956803856,11,1158,347.312495739744,18.57406956803856,-3.0990592141671325
2044,3069.0,16.218506674082317,12,873,243.48907946390906,16.218506674082317,-12.36436322101656
2045,3326.0,18.02995226177234,5,1142,324.77428059089493,18.02995226177234,8.374063212772898
2046,3441.0,18.464468622543567,5,1169,363.37361814479095,18.464468622543567,3.4576067348165873
2047,3520.0,18.566821931776047,0,1444,387.90798659038467,18.566821931776047,2.2958442313280925
2048,2573.0,13.796875,4,774,233.65143360194136,13.796875,-26.903409090909093
2049,4016.0,22.047552836484982,3,1948,557.5723896472724,22.047552836484982,56.08239409249902
2050,2981.0,15.689185901001112,0,807,245.04191045367702,15.689185901001112,-25.771912350597614
2051,3637.0,19.416938959955505,0,865,303.9193847457619,19.416938959955505,22.0060382422006
2052,1922.0,10.32350760103819,11,452,181.84650536964278,10.32350760103819,-47.15424800659884
2053,2801.0,14.983401696329253,24,558,212.71169491007106,14.983401696329253,45.733610822060356
2054,4317.0,22.954295281794586,0,1071,341.2615965395569,22.954295281794586,54.1235273116744
2055,2395.0,12.741599462365592,2,427,152.3575091882924,12.741599462365592,-44.521658559184615
2056,3780.0,20.36633296255098,8,1143,403.6413799852087,20.36633296255098,57.82881002087683
2057,3857.0,20.412136169818314,1,940,287.3377671386802,20.412136169818314,2.037037037037037
2058,2258.0,11.966403642936593,0,958,262.548292816019,11.966403642936593,-41.45709100337049
2059,2329.0,12.298074249165738,7,550,174.38591390848336,12.298074249165738,3.144375553587242
2060,2440.0,12.925507508342605,20,621,218.0510087668535,12.925507508342605,4.7659939888364145
2061,2561.0,13.53098350018539,0,650,209.18345942490217,13.53098350018539,4.959016393442628
2062,2305.0,12.34458426028921,0,544,197.93086870894794,12.34458426028921,-9.99609527528309
2063,3283.0,17.35158857063404,6,1508,433.32235708709413,17.35158857063404,42.42950108459871
2064,2517.0,13.253835279940674,8,793,254.76589075248884,13.253835279940674,-23.332318001827602
2065,3695.0,19.7487138487208,6,1339,412.0062793725652,19.7487138487208,46.80174811283273
2066,2261.0,12.003493464961068,0,877,250.67126547199885,12.003493464961068,-38.80920162381597
2067,2969.0,16.088512699295514,0,1181,417.077158401903,16.088512699295514,31.31357806280406
2068,2423.0,12.772664071190212,3,670,216.35890146334225,12.772664071190212,-18.39003031323678
2069,2570.0,13.737236976269928,3,527,191.44941574180575,13.737236976269928,6.066859265373514
2070,3955.0,20.785577725250278,5,840,308.419860913756,20.785577725250278,53.891050583657595
2071,4397.0,23.222788051538743,17,1731,496.42145919723805,23.222788051538743,11.175726927939312
2072,2003.0,10.698159992584351,8,460,165.87369693032508,10.698159992584351,-54.4462133272686
2073,3399.0,18.128128476084537,0,1004,345.68827918174543,18.128128476084537,69.69545681477783
2074,2441.0,13.114606507230254,0,822,263.65489093728473,13.114606507230254,-28.184760223595173
2075,3698.0,20.067992213570633,0,1202,347.7315666203493,20.067992213570633,51.49528881605898
2076,1484.0,7.829834074898035,4,399,120.87659622586797,7.829834074898035,-59.87020010816657
2077,2648.0,14.22551677790137,9,582,218.15271270512787,14.22551677790137,78.4366576819407
2078,3982.0,20.972121802002224,0,1332,421.91874127896267,20.972121802002224,50.37764350453173
2079,1377.0,7.366240266963292,0,656,176.33239531170565,7.366240266963292,-65.41938724259167
2080,3226.0,17.40153411197627,13,947,297.9352685440652,17.40153411197627,134.27741466957156
2081,4183.0,22.007079625509828,0,964,367.2037973494811,22.007079625509828,29.665220086794797
2082,1794.0,9.421735956618464,0,766,214.55217631997203,9.421735956618464,-57.11212048768826
2083,4224.0,22.729601177233963,0,1158,345.9947450993492,22.729601177233963,135.45150501672242
2084,2730.0,14.452487717834634,0,691,246.14352797430274,14.452487717834634,-35.36931818181818
2085,2447.0,12.99980881535039,0,622,183.82425318930595,12.99980881535039,-10.366300366300363
2086,1824.0,9.825807610307749,0,465,155.61081990892302,9.825807610307749,-25.459746628524726
2087,1690.0,8.940199758991472,0,522,176.59086424085854,8.940199758991472,-7.346491228070173
2088,2804.0,14.98706317204301,0,493,187.85068215973766,14.98706317204301,65.9171597633136
2089,3968.0,21.3596588802373,6,912,340.26682934355375,21.3596588802373,41.51212553495007
2090,2616.0,14.019315443084908,4,546,193.56370809350884,14.019315443084908,-34.07258064516129
2091,2252.0,12.121355904708935,10,581,202.16614829182336,12.121355904708935,-13.914373088685018
2092,5382.0,28.697401047460144,5,1247,455.3982273291645,28.697401047460144,138.98756660746002
2093,2806.0,14.914720059325175,0,1164,344.4304477442918,14.914720059325175,-47.86324786324786
2094,2950.0,15.630596496106785,0,1182,340.28379421603466,15.630596496106785,5.131860299358526
2095,3446.0,18.20606229143493,9,1012,372.048343225675,18.20606229143493,16.8135593220339
2096,2055.0,10.947018678160918,6,527,160.8421727826833,10.947018678160918,-40.36564132327336
2097,1465.0,7.825848164627364,0,315,106.613540273724,7.825848164627364,-28.710462287104622
2098,2327.0,12.429777298850576,0,563,197.80636001050638,12.429777298850576,58.839590443686006
2099,3742.0,19.80740753615128,0,1068,348.61592133185854,19.80740753615128,60.80790717662226
2100,3404.0,18.16123238783834,0,916,296.8330823676478,18.16123238783834,-9.032602886157138
2006,5836.0,30.80838083982202,0,2192,622.2226046174871,30.80838083982202,
2007,3241.0,17.51265294771969,10,944,277.57634767371445,17.51265294771969,-44.465387251542154
2008,3698.0,19.867456896551722,14,963,327.53565616678446,19.867456896551722,14.100586238815183
2009,3794.0,19.97912611234705,33,1221,364.5135820722617,19.97912611234705,2.595997836668462
2010,2603.0,13.73695309603263,0,442,165.11123431483907,13.73695309603263,-31.391671059567738
2011,3623.0,19.13038213756025,14,1157,351.2661405759905,19.13038213756025,39.18555512869766
2012,3647.0,19.381772571375603,23,798,265.0606991661047,19.381772571375603,0.6624344465912202
2013,4860.0,26.054476038190582,25,1279,371.62542236162284,26.054476038190582,33.26021387441733
2014,4105.0,21.900236373748612,12,837,264.50140344475005,21.900236373748612,-15.534979423868311
2015,3851.0,20.414384037819797,22,961,245.64958721107124,20.414384037819797,-6.187576126674788
2016,5182.0,27.457325268817204,38,1353,390.4011534384352,27.457325268817204,34.5624513113477
2017,3719.0,19.594340934371523,17,837,283.3319474119401,19.594340934371523,-28.23234272481667
2018,4267.0,22.507948646644422,47,913,287.6602978683311,22.507948646644422,14.735143855875243
2019,5440.0,29.220262096774192,16,1729,542.4683205385167,29.220262096774192,27.490039840637447
2020,4517.0,23.933682100482017,40,1174,375.6883278689527,23.933682100482017,-16.966911764705884
2021,3093.0,16.3915519558769,42,509,158.89283123596803,16.3915519558769,-31.52534868275404
2022,6097.0,32.935188403781986,10,2007,572.9092357644817,32.935188403781986,97.12253475590043
2023,2461.0,13.224358083055245,0,1001,269.19693984932746,13.224358083055245,-59.63588650155815
2024,2732.0,14.73106692621431,14,683,214.78332986495667,14.73106692621431,11.011783827712307
2025,3134.0,16.642154477196886,0,919,254.40405704788643,16.642154477196886,14.714494875549056
2026,4376.0,23.358558120133484,0,776,277.6283759840034,23.358558120133484,39.629865985960436
2027,5914.0,31.648816972562106,22,1207,434.5224825930045,31.648816972562106,35.14625228519195
2028,2477.0,13.08579555988135,12,412,141.64196754386379,13.08579555988135,-58.116334122421364
2029,2939.0,15.557106275491288,0,818,246.69394300458922,15.557106275491288,18.651594670972948
2030,4771.0,25.461172135706345,10,911,328.9955673460257,25.461172135706345,62.334127254168095
2031,4373.0,23.2502838802373,10,697,241.36184014625815,23.2502838802373,-8.342066652693358
2032,4976.0,26.43024077678902,36,1115,380.57739228066544,26.43024077678902,13.7891607592042
2033,5005.0,27.0012108361142,70,1161,399.9403269883085,27.0012108361142,0.5827974276527259
2034,2997.0,16.04826543381535,3,659,223.50518602891117,16.04826543381535,-40.11988011988012
2035,2579.0,13.631459723767145,44,429,136.49339533360936,13.631459723767145,-13.947280613947278
2036,3487.0,18.373267751205045,10,857,254.46001948273036,18.373267751205045,35.207444746025594
2037,4554.0,24.011291481275492,10,1270,388.94624540954476,24.011291481275492,30.59936908517351
2038,3355.0,17.832968344456802,17,846,257.36407121335947,17.832968344456802,-26.32850241545893
2039,5204.0,27.51775699851687,18,1918,527.0960466786318,27.51775699851687,55.11177347242921
2040,3714.0,20.216206664812756,3,1227,340.7853229874144,20.216206664812756,-28.63182167563413
2041,2572.0,13.754304551353355,0,578,200.87550795696745,13.754304551353355,-30.748519116855142
2042,3233.0,17.04677651093808,44,627,216.39839452157483,17.04677651093808,25.699844479004664
2043,4286.0,22.78079231553578,11,1233,371.0939193380794,22.78079231553578,32.57036807918343
2044,3530.0,18.683241796440488,0,730,227.48699596533717,18.683241796440488,-17.638824078394777
2045,3409.0,18.22467672413793,0,707,265.75431522480693,18.22467672413793,-3.427762039660054
2046,3939.0,21.09237115313311,13,945,317.13522352460313,21.09237115313311,15.54708125550015
2047,3612.0,19.107544262143122,13,1216,327.71800516463986,19.107544262143122,-8.301599390708303
2048,3648.0,19.422286336670375,0,1020,290.05328664041906,19.422286336670375,0.9966777408637828
2049,4451.0,24.293873980348536,32,1789,484.5497363219766,24.293873980348536,22.012061403508774
2050,3313.0,17.465986512791993,12,1000,274.95799954747906,17.465986512791993,-25.5672882498315
2051,2828.0,15.061833750463478,0,462,175.52639445825562,15.061833750463478,-14.639299728342891
2052,2237.0,11.816613366703743,25,804,218.30731397123031,11.816613366703743,-20.8981612446959
2053,3713.0,19.936926446051167,5,810,275.4406249607851,19.936926446051167,65.98122485471613
2054,4626.0,24.500249119391913,0,1231,348.8142251060923,24.500249119391913,24.58928090492862
2055,3083.0,16.282194336299593,0,720,231.12195062478608,16.282194336299593,-33.35495028102032
2056,4456.0,23.895016453466813,16,1110,384.80463362673544,23.895016453466813,44.53454427505677
2057,4193.0,22.168613274008155,7,993,301.9787645554307,22.168613274008155,-5.902154398563731
2058,2963.0,15.75553856136448,4,1142,314.6659002622921,15.75553856136448,-29.33460529453852
2059,2649.0,14.049244530960328,23,529,169.23309637624345,14.049244530960328,-10.597367532905844
2060,2773.0,14.71790994623656,23,708,214.73173891385898,14.71790994623656,4.681011702529259
2061,3108.0,16.47085882461995,5,616,226.28622261519712,16.47085882461995,12.080778939776415
2062,2733.0,14.40273915461624,0,961,269.3210740159242,14.40273915461624,-12.06563706563707
2063,3534.0,18.734021598071934,0,1626,467.42768035669053,18.734021598071934,29.30845225027443
2064,2753.0,14.565825454208381,13,629,192.69875610927178,14.565825454208381,-22.099603848330506
2065,3115.0,16.6241483592881,0,1290,387.03405025993004,16.6241483592881,13.149291681801678
2066,4067.0,21.616448832035598,30,1276,390.66061958811474,21.616448832035598,30.561797752808985
2067,4502.0,24.150537634408604,0,1645,507.0004183848611,24.150537634408604,10.695844602901406
2068,3242.0,17.166197395253985,0,786,249.93047518108398,17.166197395253985,-27.987561083962685
2069,2547.0,13.536371431219875,11,572,172.9504001414594,13.536371431219875,-21.43738433066008
2070,3827.0,20.328275630329994,7,671,224.57574479786356,20.328275630329994,50.2552021986651
2071,4783.0,25.431173526140157,0,1337,364.5708456735831,25.431173526140157,24.98040240397177
2072,2589.0,13.766123238783834,34,600,171.54597846429607,13.766123238783834,-45.870792389713564
2073,3330.0,17.707835094549498,0,903,284.6160092603238,17.707835094549498,28.621089223638464
2074,3237.0,17.291133667037453,7,620,215.02774662396902,17.291133667037453,-2.7927927927927976
2075,3566.0,19.322157721542453,0,998,314.5192098001859,19.322157721542453,10.163731850478829
2076,2087.0,11.13552674267705,9,471,165.6071245356603,11.13552674267705,-41.47504206393718
2077,2849.0,15.335303114571746,13,714,240.73276709146833,15.335303114571746,36.511739338763775
2078,4129.0,21.764188218390803,0,1084,362.95315458643205,21.764188218390803,44.92804492804492
2079,1432.0,7.621587643678161,0,440,124.62039329195854,7.621587643678161,-65.31847905061758
2080,3715.0,19.975227104189845,10,892,287.447531444146,19.975227104189845,159.427374301676
2081,5040.0,26.692175333704114,13,1048,362.4081074750348,26.692175333704114,35.66621803499328
2082,3018.0,16.007994994438263,27,842,265.29349099372257,16.007994994438263,-40.11904761904762
2083,4906.0,26.472753290693362,25,1454,422.47729004771435,26.472753290693362,62.55798542080848
2084,3128.0,16.6159390063033,3,651,206.49161696976435,16.6159390063033,-36.241337138198126
2085,3362.0,17.91041550797182,12,624,217.01312626128626,17.91041550797182,7.480818414322243
2086,2541.0,13.522565582128289,0,491,171.54703834119772,13.522565582128289,-24.419988102320044
2087,2199.0,11.600047506488693,0,546,209.3410114882153,11.600047506488693,-13.459268004722546
2088,2676.0,14.447789210233594,0,673,214.20635760024408,14.447789210233594,21.691678035470673
2089,4557.0,24.373783370411562,0,980,395.237816786529,24.373783370411562,70.2914798206278
2090,3567.0,19.07194336299592,19,816,258.6890463998674,19.07194336299592,-21.724818959841997
2091,2940.0,15.905021783463107,0,796,222.40994091582735,15.905021783463107,-17.577796467619844
2092,5167.0,27.59476385799036,18,1047,406.5340102809991,27.59476385799036,75.74829931972789
2093,2763.0,14.681915090841676,16,773,243.53723814570202,14.681915090841676,-46.52603057867234
2094,3527.0,18.75333704115684,0,1329,375.0300493011032,18.75333704115684,27.651103872602235
2095,2981.0,15.801440257693734,9,743,265.36303035424487,15.801440257693734,-15.480578395236744
2096,2217.0,11.778648730070449,6,514,151.79179819739932,11.778648730070449,-25.6289835625629
2097,1757.0,9.350088060808305,0,394,118.46400169236938,9.350088060808305,-20.74875958502481
2098,2065.0,10.968141685205785,0,589,165.02972643151477,10.968141685205785,17.529880478087655
2099,3486.0,18.42799290878754,15,845,286.69226453717675,18.42799290878754,68.8135593220339
2100,4350.0,23.111976269929556,5,1150,374.9883634558181,23.111976269929556,24.78485370051635
2006,6072.0,31.92401858546533,7,2237,710.9307599580605,31.92401858546533,
2007,3276.0,17.77246129959214,5,1144,323.24744251255737,17.77246129959214,-46.047430830039524
2008,3203.0,17.40531145717464,0,1220,407.23847343101596,17.40531145717464,-2.2283272283272315
2009,2548.0,13.36134478123841,8,768,272.8343931043263,13.36134478123841,-20.44957852013737
2010,1738.0,9.140410641453466,11,409,141.8858909849956,9.140410641453466,-31.78963893249608
2011,2828.0,14.911180246570263,3,1088,318.2589949691727,14.911180246570263,62.71576524741083
2012,2750.0,14.575946653689286,0,882,240.8903308876293,14.575946653689286,-2.758132956152759
2013,4409.0,23.611622868001486,10,1220,435.4872836747639,23.611622868001486,60.32727272727272
2014,3905.0,20.85779338153504,0,756,253.3511606566281,20.85779338153504,-11.431163529144929
2015,3164.0,16.765039859102707,9,843,223.3396652200546,16.765039859102707,-18.97567221510883
2016,4779.0,25.195124212087507,23,1254,386.45736563629555,25.195124212087507,51.042983565107455
2017,3612.0,19.01392751205043,14,788,316.3484844856439,19.01392751205043,-24.419334588826114
2018,3125.0,16.524454254727477,14,870,246.1224596649301,16.524454254727477,-13.4828349944629
2019,5482.0,29.5229653318502,8,1752,596.8544566510687,29.5229653318502,75.424
2020,4624.0,24.510057471264364,11,1242,443.3392571944165,24.510057471264364,-15.65122218168552
2021,3931.0,20.832076149425287,23,818,278.0187888789119,20.832076149425287,-14.987024221453282
2022,6240.0,33.740434974045236,0,2214,688.3371267046402,33.740434974045236,58.73823454591707
2023,1869.0,10.007977614015575,0,627,177.01778287659536,10.007977614015575,-70.04807692307693
2024,3492.0,18.671840239154616,0,917,349.49652098671623,18.671840239154616,86.83788121990371
2025,3093.0,16.374403272154243,0,1146,330.91941479899464,16.374403272154243,-11.426116838487976
2026,3736.0,19.7939435020393,0,1009,318.4777238772919,19.7939435020393,20.788878111865493
2027,5487.0,29.437644836855764,0,1054,424.84887687484616,29.437644836855764,46.868308351177724
2028,2308.0,12.200205088987765,10,849,225.67649143825057,12.200205088987765,-57.93694186258429
2029,2669.0,14.136291481275492,0,840,273.5728117582837,14.136291481275492,15.641247833622174
2030,5044.0,27.198061503522435,11,1198,382.58673011567726,27.198061503522435,88.98463844136381
2031,4069.0,21.562013348164626,12,1039,301.6600911722673,21.562013348164626,-19.329896907216494
2032,4484.0,23.84542431405265,0,937,335.0262766718546,23.84542431405265,10.199066109609234
2033,4422.0,23.951218946978127,11,1342,397.23830722536405,23.951218946978127,-1.3826940231935758
2034,3067.0,16.52578096032629,0,761,277.4056623703841,16.52578096032629,-30.642243328810494
2035,3263.0,17.32348442714127,0,563,224.54659704040102,17.32348442714127,6.390609716335183
2036,3729.0,19.623905033370413,2,947,284.24481285744446,19.623905033370413,14.281336193686789
2037,3696.0,19.510150166852057,7,1119,354.2282263790343,19.510150166852057,-0.8849557522123908
2038,3186.0,16.903144697812383,28,745,259.8525805843837,16.903144697812383,-13.7987012987013
2039,4181.0,22.072667547274747,0,1489,420.69908449742286,22.072667547274747,31.230382925298183
2040,3474.0,19.036863876529477,0,1510,415.7684014404698,19.036863876529477,-16.909830184166463
2041,2457.0,13.128476084538377,8,854,265.56907165214443,13.128476084538377,-29.274611398963735
2042,3103.0,16.288966907675196,0,873,301.63809089501257,16.288966907675196,26.292226292226296
2043,3875.0,20.61467023544679,0,1088,375.8124431471667,20.61467023544679,24.879149210441497
2044,2795.0,14.811364479050797,4,678,202.95608944405745,14.811364479050797,-27.87096774193548
2045,3513.0,19.14338269373378,0,1336,367.71286352261325,19.14338269373378,25.688729874776396
2046,4010.0,21.547645532072675,0,1334,431.5666667836939,21.547645532072675,14.147452319954446
2047,4049.0,21.372647849462368,0,1847,502.7619097334124,21.372647849462368,0.972568578553612
2048,3118.0,16.65903666110493,23,849,268.2471158307488,16.65903666110493,-22.99333168683626
2049,4217.0,23.12915392102336,11,1990,583.9944673357684,23.12915392102336,35.24695317511226
2050,3145.0,16.558589404894324,1,940,276.3938094074972,16.558589404894324,-25.420915342660656
2051,3658.0,19.54514275120504,6,776,266.87512685399014,19.54514275120504,16.311605723370427
2052,1962.0,10.514460511679644,0,511,195.15751214199915,10.514460511679644,-46.36413340623291
